Column1	Column2
Stop here.	Pys„hdy t„„ll„.
Stop here.	Pys„htyk„„ t„ss„.
Stop here.	Pys„htyk„„ t„„ll„.
Stop here.	Pys„htyk„„ t„h„n.
Stop that!	Lopeta!
Stop that!	Lopeta jo!
Stop that.	Lopeta!
Stop that.	Lopeta jo!
Stop them.	Pys„yt„ heid„t.
Stop them.	Pys„ytt„k„„ heid„t.
Stop them.	Pys„yt„ ne.
Stop them.	Pys„ytt„k„„ ne.
Take care!	Koeta p„rj„t„.
Take care!	P„rj„ile.
Take care!	Pid„ huolta itsest„si.
Take care.	Koeta p„rj„t„.
Take care.	P„rj„ile.
Take care.	Pid„ huolta itsest„si.
Take mine.	Ota minun.
Take this.	Ota t„m„.
Take this.	Ottakaa t„m„.
Thank you.	T„nks.
That's OK.	Se sopii.
That's OK.	Se k„y.
That's OK.	Se on OK.
That's it.	Se siit„.
That's me.	Se olen min„!
Then what?	Mit„ sitten?
Then what?	Ent„ sitten?
They fell.	He putosivat.
They left.	He l„htiv„t.
They left.	He j„ttiv„t.
They lied.	He valehtelivat.
They lost.	He h„visiv„t.
They swam.	He uivat.
Tom bowed.	Tomi kumarsi.
Tom cares.	Tom v„litt„„.
Tom cried.	Tom itki.
Tom dozed.	Tom torkkui.
Tom drove.	Tom ajoi.
Tom is OK.	Tom on kunnossa.
Tom is OK.	Tomilla on kaikki hyvin.
Tom is OK.	Tomilla menee ihan hyvin.
Tom is OK.	Tomille kuuluu ihan hyv„„.
Tom is OK.	Tomille kuuluu hyv„„.
Tom is up.	Tomi on ylh„„ll„.
Tom is up.	Tomi on pystyss„.
Tom knits.	Tomi kutoo.
Tom knows.	Tom tiet„„.
Tom moved.	Tom liikkui.
Tom moved.	Tomi muutti.
Tom moved.	Tomi liikkui.
Tom moved.	Tomi siirtyi.
Tom stood.	Tom seisoi.
Tom stood.	Tomi seisoi.
Tom tries.	Tom yritt„„.
Tom walks.	Tom k„velee.
Tom waved.	Tomi heilutti k„tt„.
Tom works.	Tom tekee t”it„.
Tom's fat.	Tom on lihava.
Tom's mad.	Tom on hullu.
Tom's mad.	Tomi on raivostunut.
Tom's sad.	Tomi on surullinen.
Tom's shy.	Tomi on ujo.
Try again.	Yrit„ viel„ kerran.
Try again.	Yrit„ uudestaan.
Try again.	Yrit„ uudelleen.
Try again.	Yrit„ viel„ kerran uudelleen.
Try again.	Yritt„k„„ uudestaan.
Try again.	Yrit„ taas.
Try again.	Yritt„k„„ taas.
Try again.	Yritt„k„„ uudelleen.
Try again.	Koeta taas.
Try again.	Koeta uudestaan.
Try again.	Koeta uudelleen.
Try again.	Koettakaa taas.
Try again.	Koettakaa uudestaan.
Try again.	Koettakaa uudelleen.
Turn left.	K„„nny vasemmalle.
Wait here.	Odota t„ss„.
Wait here.	Odota t„„ll„.
Wait here.	Odottakaa t„„ll„.
Wait here.	Odottakaa t„ss„.
Watch out!	Varo!
We can go.	Voimme menn„.
We can go.	Voimme l„hte„.
We talked.	Me puhuimme.
We waited.	Me odotimme.
We waited.	Odotimme.
We waited.	Venasimme.
We waited.	Me venasimme.
We walked.	K„velimme.
We'll see.	Se j„„ n„ht„v„ksi.
We'll win.	Me voitamme.
We've won!	Me voitimme!
Well done!	Hienosti tehty!
Well done!	Hyvin tehty!
Well done!	Hienoa ty”t„!
What's up?	Mit„ kuuluu?
What's up?	Miten menee?
What's up?	Mik„ h„t„n„?
What's up?	Kuis panee?
What's up?	Kuis hurisee?
Who cares?	Ket„ kiinnostaa?
Who cares?	Ihan niinku kiinnostais.
Who is he?	Kuka h„n on?
Who is it?	Kuka se on?
Who knows?	Kuka tiet„„?
Who spoke?	Kuka puhui?
Who's Tom?	Kuka on Tom?
Who's she?	Kuka h„n on?
Wonderful!	Mahtavaa!
Wonderful!	Upeaa!
Wonderful!	Loistavaa!
Wonderful!	Hienoa!
You idiot!	Sin„ idiootti!
You tried.	Sin„ yritit.
Aim higher.	T„ht„„ korkeammalle.
All aboard!	Kaikki kyytiin!
All aboard!	Nouskaa kyytiin!
All aboard!	Kaikki laivaan!
Am I dying?	Teenk” min„ kuolemaa?
Am I ready?	Olenko valmis?
Am I right?	Olenko oikeassa?
Am I right?	Olenko min„ oikeassa?
Am I wrong?	Olenko v„„r„ss„?
Am I wrong?	Olenko erehtynyt?
Am I wrong?	Olenko min„ v„„r„ss„?
Am I wrong?	Erehdynk”?
Are you OK?	Onko kaikki okei?
Are you OK?	Onko kaikki kunnossa?
Are you OK?	Onko kaikki OK?
Are you OK?	Onko kaikki ihan hyvin?
Are you in?	Oletko mukana?
Be careful!	Ole varovainen!
Be careful!	Olkaa varovaisia!
Be careful.	Ole varovainen.
Be careful.	Olehan varovainen.
Be on time.	Žl„ my”h„sty!
Be on time.	Tule ajoissa.
Be on time.	Mene ajoissa.
Be patient.	Ole k„rsiv„llinen.
Be patient.	Olkaa k„rsiv„llisi„.
Be patient.	K„rsiv„llisyytt„.
Birds sing.	Linnut laulavat.
Bottoms up!	Pohjanmaan kautta!
Breathe in.	Hengit„ sis„„n.
Bring wine.	Tuo viini„.
Can I help?	Saanko auttaa?
Can I help?	Voinko auttaa?
Can I stay?	Voinko min„ j„„d„?
Can I stay?	Voinko j„„d„?
Choose one.	Valitse yksi.
Come along.	Tule mukaan.
Come along.	Tule meid„n kanssamme.
Come along.	Tule meid„n mukaamme.
Come quick!	Tule nopeasti!
Come quick!	Tulkaa nopeasti!
Cut it out!	Lopeta!
Cut it out!	Lopeta jo!
Cut it out!	Antaisit jo olla!
Cut it out.	Lopeta!
Cut it out.	Lopeta jo!
Cut it out.	Anna jo olla.
Cut it out.	Antaisit jo olla!
Definitely!	Tietysti!
Definitely!	Totta kai!
Definitely!	No tietty!
Definitely!	Ehdottomasti!
Did Tom go?	L„htik” Tom?
Did Tom go?	Menik” Tom?
Do you ski?	Lasketteletko?
Do you ski?	Hiihd„tk”?
Don't come.	Žl„ tule.
Don't jump!	Žl„ hypp„„.
Don't jump!	Žl„ hypp„„!
Don't jump!	Žlk„„ hyp„tk”!
Don't look.	Žlk„„ katsoko.
Don't move!	Žl„ liiku!
Don't move!	Pysy paikallasi!
Don't move!	Žl„ liiku.
Don't move!	Paikallasi!
Don't move!	Liikkumatta!
Don't move!	Pysyk„„ paikallanne!
Don't move!	Žlk„„ liikkuko!
Don't move.	Žl„ liiku!
Don't move.	Žl„ liiku.
Don't move.	Paikallasi!
Don't move.	Liikkumatta!
Don't push.	Žl„ paina.
Don't push.	Žl„ ty”nn„.
Don't push.	Žl„ t”ni.
Don't rush.	Žl„ rynt„„.
Don't rush.	Žl„ s„nt„ile.
Don't rush.	Žl„ rynni.
Don't rush.	Žl„ h„t„ile.
Don't sing.	Žl„ laula.
Don't sing.	Žlk„„ laulako.
Don't stop.	Žl„ pys„hdy.
Don't stop.	Žlk„„ pys„htyk”.
Don't stop.	Žl„ lopeta.
Don't stop.	Žlk„„ lopettako.
Don't talk!	Žl„ puhu.
Don't talk!	Žl„ puhu!
Don't talk!	Žlk„„ puhuko!
Don't talk.	Žlk„„ puhuko.
Don't talk.	Žl„ puhu.
Don't wait.	Žl„ odota.
Duty calls.	Velvollisuus kutsuu.
Eat slowly.	Sy” hitaasti.
Eat slowly.	Sy”k„„ hitaasti.
Face facts!	Hyv„ksy totuus!
Face facts!	Hyv„ksyk„„ totuus!
Face facts!	Kohtaa totuus!
Face facts!	Kohdatkaa totuus!
Face facts!	Hyv„ksy tosiasiat!
Fill it up.	Tankki t„yteen, kiitos!
Find a job.	Homma itsellesi t”it„.
Fire burns.	Tuli palaa.
Fire burns.	Tuli polttaa.
Follow him.	Seuraa h„nt„.
Forget him.	Unohda h„net!
Forgive me.	Anna anteeksi.
Get a life!	Hanki el„m„!
Get moving.	Liikett„.
Get off me.	Žl„ koske minuun!
Get off me.	K„p„l„t irti!
Get off me.	Pois p„„lt„ni!
Get to bed.	Mene s„nkyyn.
Go outside.	Mene ulos.
Go outside.	Mene pihalle.
God exists.	Jumala on olemassa.
Good night.	Hyv„„ y”t„.
He gave in.	H„n antautui.
He gave up.	H„n antautui.
He got a D.	"H„n sai arvosanaksi ""tyydytt„v„""."
He got a D.	H„n sai arvosanksi D:n.
He got a D.	H„n sai arvosanaksi seiskan.
He hung up.	H„n sulki puhelimen.
He is a DJ.	H„n on DJ.
He is busy.	H„nell„ on kiire.
He is busy.	H„nell„ on tekemist„.
He is kind.	H„n on hyv„ ihminen.
He is kind.	H„n on kiltti.
He is kind.	H„n on yst„v„llinen.
He is kind.	H„n on kiltti ihminen.
He is kind.	H„n on yst„v„llinen ihminen.
He is kind.	H„n on kiva.
He is kind.	H„n on kiva ihminen.
He is mean.	H„n on halpamainen.
He is nice.	H„n on hyv„ ihminen.
He is nice.	H„n on kiltti.
He is nice.	H„n on kiltti ihminen.
He is nice.	H„n on yst„v„llinen ihminen.
He is nice.	H„n on kiva.
He is nice.	H„n on kiva ihminen.
He is poor.	H„n on k”yh„.
He is sick.	H„n on sairas.
He is sick.	H„n voi pahoin.
He is sick.	H„n on kipe„.
He is sick.	H„n on kipe„n„.
He is sick.	H„n on sairaana.
He laughed.	H„n nauroi.
He made it.	H„n ehti.
He reacted.	H„n reagoi.
He's Swiss.	H„n on sveitsil„inen.
He's broke.	H„n on rahaton.
He's broke.	H„n on pennit”n.
He's broke.	H„n on t„ysin auki.
He's broke.	H„n on aivan persaukinen.
He's happy.	H„n on onnellinen.
He's lying.	H„n valehtelee.
He's smart.	H„n on nokkela.
He's smart.	H„n on fiksu.
He's smart.	H„n on hyv„ p„„st„„n.
He's smart.	H„n on „lyk„s.
He's smart.	H„nell„ leikkaa hyvin.
Hello, Tom.	Hei, Tom!
Hello, Tom.	Terve, Tom!
Hello, Tom.	Moi, Tom.
Hey, relax.	Hei, relaa v„h„n.
Hey, relax.	Hei, rauhoitu nyt.
Hey, relax.	Hei, ota ihan rennosti.
How is Tom?	Mit„ Tomille kuuluu?
How lovely!	Kuinka ihanaa!
How lovely!	Miten ihanaa!
How lovely!	Niin ihanaa!
How lovely!	Onpa ihanaa!
How lovely!	Onpas ihanaa!
How's work?	Mites t”iss„?
Hurry home.	Kiiruhda kotiin.
I am a boy.	Olen poika.
I am a man.	Min„ olen mies.
I am a man.	Olen mies.
I am going.	Min„ menen.
I am going.	Menen.
I am going.	Min„ olen menossa.
I am going.	Olen menossa.
I am happy.	Olen onnellinen.
I am ready.	Olen valmis.
I am smart.	Olen „lyk„s.
I broke it.	Min„ rikoin sen.
I can read.	Osaan lukea.
I can read.	M„ osaan lukea.
I can sing.	Osaan laulaa.
I can stay.	Voin j„„d„.
I can stay.	Min„ voin j„„d„.
I can swim.	Osaan uida.
I can wait.	Voin odottaa.
I can walk.	Voin k„vell„.
I can walk.	Osaan k„vell„.
I chuckled.	Min„ myh„ilin.
I chuckled.	Min„ hykertelin.
I disagree.	Olen eri mielt„.
I do worry.	Todella huolehdin.
I do worry.	Min„ kyll„ murehdin.
I eat here.	Sy”n t„„ll„.
I eat here.	Sy”n t„ss„.
I eat meat.	Sy”n lihaa.
I eat meat.	Min„ sy”n lihaa.
I eat meat.	M„ sy”n lihaa.
I envy Tom.	Olen kateellinen Tomille.
I feel bad.	Minulla on paha olo.
I feel bad.	Minulla on huono olo.
I found it.	L”ysin sen!
I found it.	L”ytyi!
I got busy.	Minulle tuli kiireit„.
I got hurt.	Minuun sattui.
I got hurt.	Loukkaannuin.
I got lost.	Olen eksyksiss„.
I got sick.	Sairastuin.
I hate you.	Vihaan sinua.
I hate you.	Min„ vihaan sinua.
I hate you.	M„ vihaan sua.
I have one.	Minulla on.
I help him.	Autan h„nt„.
I hope not.	Toivottavasti ei.
I know Tom.	Tunnen Tomin.
I know her.	Tunnen h„net.
I know him.	Tunnen h„net.
I know him.	Min„ tunnen h„net.
I know him.	Min„ tied„n h„net.
I know him.	Tied„n h„net.
I know you.	Tunnen sinut.
I like Tom.	Tykk„„n Tomista.
I like Tom.	Pid„n Tomista.
I like him.	Pid„n h„nest„.
I like him.	Tykk„„n h„nest„.
I like tea.	Tykk„„n teest„.
I like tea.	Pid„n teest„.
I love her.	Rakastan h„nt„.
I love her.	Min„ rakastan h„nt„.
I love him.	Rakastan h„nt„.
I love him.	Min„ rakastan h„nt„.
I love tea.	Min„ rakastan teet„.
I love you.	Min„ rakastan teit„.
I love you.	Rakastan sinua!
I love you.	M„ rakastan sua.
I made tea.	Min„ tein teet„.
I miss Tom.	Mul on ik„v„ Tomii.
I miss him.	Minulla on ik„v„ h„nt„.
I miss you.	Kaipaan sinua.
I miss you.	Ik„v”in sinua.
I miss you.	Minulla on sinua ik„v„.
I miss you.	Mulla on ik„v„ sua.
I miss you.	Mul on ik„v„ sua.
I miss you.	Minulla on ik„v„ sinua.
I must run.	Minun pit„„ juosta.
I need gas.	Tarvitsen kaasua.
I need gas.	Tarvitsen bensaa.
I need gas.	Tarvitsen bensiini„.
I panicked.	Min„ panikoin.
I ran home.	Juoksin kotiin.
I resigned.	Min„ erosin.
I saw that.	N„in tuon.
I survived.	P„rj„sin.
I survived.	Pysyin elossa.
I survived.	Selviydyin hengiss„.
I think so.	Luulen niin.
I want you.	Min„ haluan sinut.
I want you.	Min„ haluan sinua.
I was away.	Olin poissa.
I was busy.	Minulla oli kiire.
I was home.	Olin kotona.
I was home.	Min„ olin kotona.
I was last.	Min„ olin viimeinen.
I was last.	Olin viimeinen.
I was lost.	Olin eksyksiss„.
I work out.	Harrastan liikuntaa.
I work out.	Min„ treenaan.
I work out.	Min„ urheilen.
I'll be OK.	Olen kunnossa.
I'll be OK.	Min„ p„rj„„n kyll„.
I'll do it.	Min„ teen sen.
I'm a hero.	Min„ olen sankari.
I'm a hero.	Olen sankari.
I'm a liar.	Olen valehtelija.
I'm amused.	Olen huvittunut.
I'm buying.	Min„ maksan.
I'm buying.	Min„ ostan.
I'm buying.	Ostan.
I'm buying.	Maksan.
I'm clumsy.	Olen k”mpel”.
I'm coming.	Olen tulossa.
I'm coming.	Min„ tulen.
I'm coming.	Tulen.
I'm coming.	Min„ olen tulossa.
I'm direct.	Olen suora.
I'm eating.	Minulla on ruokailu kesken.
I'm eating.	Minulla on sy”minen kesken.
I'm eating.	Min„ sy”n.
I'm eating.	Min„ olen juuri sy”m„ss„.
I'm eating.	Sy”n.
I'm eating.	Min„ olen sy”m„ss„.
I'm eating.	Olen sy”m„ss„.
I'm for it.	Kannatetaan!
I'm for it.	Kannatan!
I'm hiding.	Olen piilossa.
I'm hungry!	Min„ olen n„lk„inen.
I'm hungry!	Minulla on n„lk„!
I'm hungry!	Mullon n„lk„!
I'm hungry!	Mulla on n„lk„!
I'm hungry.	Min„ olen n„lk„inen.
I'm hungry.	Minulla on n„lk„!
I'm hungry.	Olen n„lk„inen.
I'm lonely.	Olen yksin„inen.
I'm single.	Olen sinkku.
I'm single.	Olen vapaa.
I'm single.	Olen naimaton.
I'm sleepy!	Mua v„sytt„„!
I'm sleepy!	V„sytt„„!
I'm sleepy.	Mua v„sytt„„!
I'm sleepy.	V„sytt„„!
I'm so fat.	Olen niin lihava.
I'm so fat.	Olen tosi lihava.
I'm so fat.	Olen hirve„n lihava.
I'm so fat.	Olen hirvitt„v„n lihava.
I'm stupid.	Olen tyhm„.
I'm stupid.	Minulla on ruuvit l”ys„ll„.
I'm wasted.	M„ oon k„nniss„.
I'm wasted.	M„ oon ihan naamat.
I'm wasted.	M„ oon ihan l„rvit.
I'm wasted.	M„ oon ihan soseessa.
I'm wasted.	M„ oon ihan perseet olalla.
Ignore Tom.	Žl„ v„lit„ Tomista.
Ignore him.	Sivuuta h„net.
Ignore him.	J„t„ h„net huomiotta.
Is Tom fun?	Onko Tomi hauska?
Is Tom mad?	Onko Tom vihainen?
Is Tom mad?	Onko Tom hullu?
Is he busy?	Onko h„nell„ kiire?
Is he tall?	Onko h„n pitk„?
Is it blue?	Onko se sininen?
Is it free?	Onko se ilmainen?
Is it free?	Maksaako se mit„„n?
Is it free?	Onko se maksuton?
Is it free?	Onko se vapaa?
Is it safe?	Onko se turvallista?
Is it safe?	Onko se turvallinen?
Is it time?	Onko nyt aika?
Is that so?	Ihanko niin?
Is that so?	Ai niink”?
Is that so?	Niink”?
Is that so?	Aijaa?
It happens.	Sit„ sattuu.
It happens.	Sellaista sattuu.
It matters.	Sill„ on v„li„.
It matters.	Sill„ on merkityst„.
It's bulky.	Se on suuri ja k”mpel”.
It's bulky.	Se on kookas.
It's close.	Se on l„hell„.
It's close.	Se on likell„.
It's green.	Se on vihre„.
It's my CD.	Se on minun CD:ni.
It's my CD.	Se on minun CD-levyni.
It's on me.	Min„ hoidan laskun.
It's on me.	Min„ tarjoan.
It's on me.	Min„ maksan.
It's on me.	M„ piffaan.
It's scary.	Se on pelottava.
It's scary.	Se on pelottavaa.
It's shiny.	Se on kiilt„v„.
It's stuck.	Se on jumissa.
It's stuck.	Se on juuttunut kiinni.
It's sweet.	Se on makeaa.
It's sweet.	Se on makea.
Jesus wept.	Jeesus itki.
Just do it.	Tee se vaan.
Just do it.	Teet sen vaan.
Just relax.	Rentoudu vaan.
Keep notes.	Tee muistiinpanoja.
Keep quiet!	Pysy hiljaa!
Keep quiet.	Pysy hiljaa.
Keep still.	Pysy paikoillasi.
Let him go!	P„„st„ h„net!
Let him go!	P„„st„k„„ h„net!
Let him go!	P„„st„ h„net irti!
Let him go!	P„„st„k„„ h„net irti!
Let him go!	Irrottakaa h„nest„!
Let him go!	Irrota h„nest„!
Let him go!	P„„st„ h„net vapaaksi!
Let him go!	P„„st„k„„ h„net vapaaksi!
Let him go!	Vapauta h„net!
Let him go!	Vapauttakaa h„net!
Let him go!	Antakaa h„nen menn„!
Let him go!	Anna h„nen menn„!
Let it dry.	Anna sen kuivua.
Let me die.	Anna minun kuolla.
Let me out!	P„„st„ minut ulos!
Let me out!	P„„st„k„„ ulos!
Let me see.	Anna kun katson.
Let me try.	Anna minun kokeilla.
Let me try.	Anna mun kokeilla.
Let me try.	Anna mun tesmata.
Let me try.	Antakaa mun tesmata.
Let's chat.	Jutellaan.
Let's hide.	Menn„„n piiloon.
Let's play.	Leikit„„n.
Let's play.	Soitetaan.
Let's play.	Pelataan.
Let's swim.	Uidaan.
Let's walk.	K„vell„„n.
Look alert.	N„yt„ valppaalta.
Look alert.	N„ytt„k„„ valppailta.
Look there.	Katso tuonne.
Love hurts.	Rakkaus sattuu.
Love lasts.	Rakkaus kest„„.
Mama cried.	Žiti itki.
Never mind!	Ei mit„„n.
Never mind!	Žl„ v„lit„.
Never mind!	Žl„ v„lit„!
Never mind!	Ei mit„„n!
No comment.	En kommentoi.
No kidding?	Oots„ ihan tosissas?
No problem!	Ei h„t„„!
No problem!	Ilman muuta!
No problem!	Homma hoidossa!
No problem!	J„rjestyy!
No problem.	Eip„ mit„„n.
Oh, really?	Ihanko totta?
Oh, really?	Oikeesti?
Oh, really?	Ihanko oikeesti?
Once again.	Taas kerran.
Pack light.	Pakkaa kevyesti.
Please sit.	Istu alas, ole hyv„.
Replace it.	Korvaa se.
Replace it.	Vaihda se.
Say cheese.	Sanokaa ?muikku?!
Say cheese.	Sanokaa muikku.
She smiled.	H„n hymyili.
She's busy.	H„nell„ on kiire.
Sing along.	Laula mukana.
Sing along.	Laulakaa mukana.
Smell this.	Haista t„t„.
Smell this.	Nuuhkaise t„t„.
Start here.	Aloita t„st„.
Start over.	Aloita alusta.
Stay alert.	Pysy valppaana.
Stay alert.	Pysyk„„ valppaina.
Stay awake.	Pysyk„„ hereill„.
Stay awake.	Pysy hereill„.
Stay close.	Pysy l„hell„.
Stay close.	Pysyk„„ l„hell„.
Stay quiet.	Ole hiljaa.
Stay quiet.	Olkaa hiljaa.
Stay sharp.	Ole tarkkana.
Stay sharp.	Olkaa tarkkana.
Stay still.	Pysy paikallasi.
Stay still.	Pysyk„„ paikallanne.
Stay there.	Pysy siell„.
Stay there.	Pysyk„„ siell„.
Stay there.	J„„ sinne.
Stay there.	J„„k„„ sinne.
Step aside.	Astu sivuun.
Stop lying.	Žl„ valehtele.
Stop lying.	Lopeta valehteleminen.
Stop lying.	Lakkaa valehtelemasta.
Stop there.	Pys„hdy siihen.
Stop there.	Seis siihen paikkaan!
Study hard.	Opiskele ahkerasti.
Take a nap.	Ota torkut.
Take a nap.	Ottakaa torkut.
Take a nap.	Nuku p„iv„unet.
Take a nap.	Nukkukaa p„iv„unet.
Take cover!	Suojaudu!
Take cover!	Mene suojaan!
Take these.	Ottakaa n„m„.
Take these.	Ota n„m„.
Talk to me!	Puhu minulle!
Talk to me.	Puhu minulle!
Taste this.	Maista t„t„.
That hurts.	Tuo sattuu.
That works.	Tuo toimii.
That works.	Tuo kelpaa.
That works.	Tuo pelaa.
That works.	Tuo pelitt„„.
That'll do.	Se k„y.
That's Tom.	Se on Tomia.
That's fun.	Tuo on hauskaa.
That's odd.	Sep„ outoa.
That's odd.	Sep„ omituista.
That's odd.	Sep„ kummallista.
That's sad.	Se on surullista.
They agree.	He ovat samaa mielt„.
They cheat.	He huijaavat.
They cheat.	He pett„v„t.
They stood.	He seisoivat.
They tried.	He yrittiv„t.
This is OK.	T„m„ on ok.
This is it.	Nyt riitt„„.
This is it.	T„m„ on kaiken loppu.
This is it.	Se oli sitten siin„.
This is it.	Se on sill„ selv„.
This is it.	T„m„ on se.
This is it.	Nyt saa riitt„„.
This works.	T„m„ toimii.
Time flies.	Aika rient„„.
Time is up.	Aika on loppu.
Tom agreed.	Tomi suostui.
Tom agrees.	Tuomo on samaa mielt„.
Tom bit me.	Tomi puraisi minua.
Tom burped.	Tuomas r”yht„isi.
Tom called.	Tom soitti.
Tom cheats.	Tom petkuttaa.
Tom cheats.	Tomi huijaa.
Tom cheats.	Tomi pett„„.
Tom cheats.	Tomi petkuttaa.
Tom danced.	Tuomas tanssi.
Tom drinks.	Tom juo.
Tom drives.	Tom ajaa.
Tom failed.	Tom ep„onnistui.
Tom failed.	Tom mokasi.
Tom forgot.	Tomi unohti.
Tom fought.	Tommi taisteli.
Tom fought.	Tommi kamppaili.
Tom gasped.	Tom haukkoi henke„„n.
Tom got up.	Tomi nousi yl”s.
Tom helped.	Tomi auttoi.
Tom hit me.	Tomi l”i minua.
Tom is fun.	Tomi on hauska.
Tom is ill.	Tom on sairaana.
Tom is mad.	Tom on hullu.
Tom is mad.	Tomi on raivostunut.
Tom is mad.	Tomi on vihainen.
Tom is odd.	Tomi on outo.
Tom is odd.	Tomi on kummallinen.
Tom is out.	Tomi on ulkona.
Tom is out.	Tomi on poissa pelist„.
Tom is sad.	Tomi on surullinen.
Tom is shy.	Tomi on ujo.
Tom is wet.	Tom on m„rk„.
Tom moaned.	Tom voihkaisi.
Tom nodded.	Tom ny”kk„si.
Tom phoned.	Tom soitti.
Tom saw it.	Tomi n„ki sen.
Tom saw me.	Tom n„ki minut.
Tom shaved.	Tom ajoi partansa.
Tom smiled.	Tom hymyili.
Tom stayed.	Tom j„i.
Tom stayed.	Tomi j„i.
Tom winked.	Tom iski silm„„.
Tom yawned.	Tomi haukotteli.
Tom yelled.	Tommi huusi.
Tom'll pay.	Tomi maksaa.
Tom's busy.	Tomilla on kiire.
Tom's busy.	Tomi on kiireinen.
Tom's dead.	Tom on kuollut.
Tom's dead.	Tomi on kuollut.
Tom's deaf.	Tom on kuuro.
Tom's died.	Tom on kuollut.
Tom's died.	Tomi on kuollut.
Tom's fast.	Tomi on nopea.
Tom's free.	Tom on vapaa.
Tom's gone.	Tomi on kadonnut.
Tom's gone.	Tomi on mennyt.
Tom's here.	Tomi on t„„ll„.
Tom's left.	Tomi on vasemmalla.
Tom's left.	Tomi on l„htenyt.
Tom's mean.	Tom on ilke„.
Tom's mean.	Tom on halpamainen.
Tom's safe.	Tomi on turvassa.
Tom's ugly.	Tomi on ruma.
Tom's weak.	Tom on heikko.
Tom's weak.	Tomi on heikko.
Tom's well.	Tom voi hyvin.
Tom's well.	Tom on terve.
Tom's well.	Tomilla on kaikki hyvin.
Tom's well.	Tomilla menee ihan hyvin.
Tom's well.	Tomille kuuluu ihan hyv„„.
Tom's well.	Tomille kuuluu hyv„„.
Try it out.	Kokeile.
Turn right.	K„„nny oikealle.
Was he Tom?	Oliko h„n Tom?
Was it fun?	Oliko se kivaa?
Was it fun?	Oliko se hauskaa?
Watch this.	Katso t„t„.
Watch this.	Katso t„m„.
We all die.	Me kaikki kuolemme.
We are men.	Me olemme miehi„.
We laughed.	Nauroimme.
We want it.	Me tahdomme sen.
We want it.	Me tahdomme sit„.
We want it.	Haluamme sen.
We want it.	Haluamme sit„.
We'll sing.	Me laulamme.
We'll walk.	Me k„velemme.
We'll walk.	Menemme jalan.
We're home.	Me olemme kotona.
We're lost.	Olemme eksyksiss„.
We're poor.	Olemme k”yhi„.
We're rich.	Me olemme rikkaita.
We're rich.	Me olemme varakkaita.
What gives?	Mit„ ihmett„?
What is it?	Mik„ se on?
What is it?	Mit„ se on?
What's new?	Mit„ uutta?
What's new?	Onko jotain uutta?
Where am I?	Miss„ min„ olen?
Where am I?	Mik„ maa? Mik„ valuutta?
Who did it?	Kuka teki sen?
Who is Tom?	Kuka on Tom?
Who is Tom?	Kuka Tom on?
Who is she?	Kuka h„n on?
Who stayed?	Kuka j„i?
Who yelled?	Kuka kiljui?
Who's that?	Kuka tuo on?
Who's that?	Kuka toi on?
Wood burns.	Puu palaa.
You called?	Sin„ soitit?
You called?	Soitikko?
You decide.	Sin„ p„„t„t.
You decide.	Te p„„t„tte.
You may go.	Voit menn„.
You may go.	Voit l„hte„.
You may go.	Saat menn„.
You missed.	Sin„ et osunut.
You're old.	Sin„ olet vanha.
You're old.	Te olette vanhoja.
You're old.	Olet vanha.
You're old.	Olette vanhoja.
Am I hungry!	Min„ olen n„lk„inen.
Am I hungry!	Ai onko mulla edes n„lk„!
Anyone home?	Onko ket„„n kotona?
Are we lost?	Olemmeko eksyksiss„?
Are you Tom?	Oletteko te Tomi?
Are you new?	Oletko uusi t„„ll„?
Are you new?	Oletko uusi?
Be cheerful.	Ole iloinen.
Be creative.	Ole luova.
Be friendly.	Ole yst„v„llinen.
Be prepared.	Ole valmis!
Be prepared.	Ole valmiina!
Be prepared.	Ole valmiudessa!
Be prepared.	Olkaa valmiina!
Be prepared.	Olkaa valmiita!
Be prepared.	Olkaa valmiudessa!
Be punctual.	Ole t„sm„llinen.
Be punctual.	Tule ajoissa.
Be punctual.	Mene ajoissa.
Be vigilant.	Ole valpas.
Be vigilant.	Olkaa valppaita.
Be watchful.	Ole valpas.
Be watchful.	Olkaa valppaita.
Be yourself.	Ole oma itsesi.
Call me Tom.	Kutsu minua Tomiksi.
Call me Tom.	Sano minua Tomiksi.
